"id","name","industry","subindustry","address","street","house_nr","postal_code","city","state","country","phone","skype","url","logo","email"
"10920","Unitex Logistics India Pvt Ltd","Freight Forwarders",NULL,"No31 & 32, 3rd Floor, A Wing, Aggarwal Trade Centre, SEC 11, CBD Belapur",NULL,NULL,"400614","Navi Mumbai",NULL,"Maharashtra","+912241020555",NULL,NULL,NULL,NULL
"10921","Aramex","Freight Forwarders",NULL,"76 APC Bose Road,",NULL,NULL,"700040","Kolkata (Calcutta)",NULL,"West Bengal","+913324286161",NULL,NULL,NULL,NULL
"10922","Eagle Air Sea Services","Freight Forwarders",NULL,"4/12 Noble 3rd Street, Alandur",NULL,NULL,"600016","Chennai",NULL,"Tamil Nadu","+91 44 6458 6855",NULL,NULL,NULL,NULL
"10923","Transline Shipping Pvt. Ltd","Freight Forwarders",NULL,"1st Floor INTUC Building, Opp Govt High School, Willingdon Island",NULL,NULL,"682003","Ernakulam",NULL,"Kerala","+91-484-3078104",NULL,NULL,NULL,NULL
"10924","Signal Logistics Pvt Ltd","Freight Forwarders",NULL,"k-858, Mata Chowk Mahipal Pur, Vasant Kunj Road",NULL,NULL,"110037","New Delhi",NULL,"Delhi","+91-11-46116000",NULL,NULL,NULL,NULL
"10925","Bina Pusaka Transindo, PT","Freight Forwarders",NULL,"Pacific Building, 5th floor, Jl.Gunung Sahari Xi /291",NULL,NULL,"10720","Jakarta Pusat",NULL,NULL,"+62 21 624 3161",NULL,NULL,NULL,NULL
"10926","Samudra Megatama PT","Freight Forwarders",NULL,"Jalan Enggano Raya No. 5 I,",NULL,NULL,"JAKARTA14320","North Jakarta",NULL,"Indonesia","062 21 4352536. 4301670. 43901758",NULL,NULL,NULL,NULL
"10927","Golden Express Transindo Pt.","Freight Forwarders",NULL,"Jalan Sultan Hasanuddin No. 16-C, Jalan Raya Medan Belawan,",NULL,NULL,"20231","Pekan Baru",NULL,"North Sumatra","062 61 4539170",NULL,NULL,NULL,NULL
"10928","Golden Express Transindo PT","Freight Forwarders",NULL,"Jalan Sultan Hasanuddin No.16-C,",NULL,NULL,"20231","Medan",NULL,"Indonesia","062 61 4539170",NULL,NULL,NULL,NULL
"10929","Pancanaga Asia Pacific PT","Freight Forwarders",NULL,"Jl. Kh. Samanhudi No. 28a,",NULL,NULL,"10710","Jakarta",NULL,"Indonesia","(6221) 231-0735",NULL,NULL,NULL,NULL
"10930","Ngalor Ngidul Pt.","Freight Forwarders",NULL,"Jakarta, Bandung,",NULL,NULL,"17603","West Java",NULL,"Indonesia","4305679",NULL,NULL,NULL,NULL
"10931","Rpx Sea Forwarding And Moving, Pt. Pelangi Semesta","Freight Forwarders",NULL,"Jl. Duri Raya / Terusan Tol No. 50a Duri Kepa, Kebon Jeruk, RPX Center, Jl. Ciputat Raya No. 99,",NULL,NULL,"11510","Jakarta",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"10932","Hartamas Bahari Semarang PT","Freight Forwarders",NULL,"Ruko Semarang Indah Blok Dxi-2d,",NULL,NULL,"5410","Semarang",NULL,"Jawa Tengah","+62 24 7615668",NULL,NULL,NULL,NULL
"10933","Kalibarat Cargo Service PT","Freight Forwarders",NULL,"Jl. Angkasa Raya 8 - 10 A,",NULL,NULL,"10610","Jakarta",NULL,NULL,"+62-21-4252345",NULL,NULL,NULL,NULL
"10934","Magna Prima Express PT","Freight Forwarders",NULL,"Jln. Hanura Raya No.1,",NULL,NULL,"11210","Jakarta",NULL,NULL,"(6221) 6348554",NULL,NULL,NULL,NULL
"10935","Sistemas De Fletes Españoles","Freight Forwarders",NULL,"J J Sister Nº8 Bajo,",NULL,NULL,"46024",NULL,NULL,"Valencia","+34 96 331 24 24",NULL,NULL,NULL,NULL
"10936","Vit-Logistica, S.L.","Freight Forwarders",NULL,"Zona Franca - Sector A - Calle 60, No.14,",NULL,NULL,"8040",NULL,NULL,"Barcelona","+34-93-223 43 58",NULL,NULL,NULL,NULL
"10937","Veirat Cover-Trans, S.L.","Freight Forwarders",NULL,"Alcalde Barnils 64-68, Esc A, 1º P, Pta 3, Edificio Testa Sant Cugat",NULL,NULL,"8174","Sant Cugat del Vallès",NULL,"Barcelona","+34-93-586.19.90",NULL,NULL,NULL,NULL
"10938","Total Logistic Services, Sl","Freight Forwarders",NULL,"Emilio Burgos, 3 1º A,",NULL,NULL,"11207","Algeciras",NULL,"Cadiz","+34 956604001",NULL,NULL,NULL,NULL
"10939","Emdipa, S.L.","Freight Forwarders",NULL,"Centro De Carga Aerea Parcela 2.4 - Nave 6,",NULL,NULL,"28042",NULL,NULL,"Madrid","+34 917480183",NULL,NULL,NULL,NULL
"10940","Tiba Internacional S.A.","Freight Forwarders",NULL,"C/ Jose Aguirre 40 - 7º,",NULL,NULL,"46011",NULL,NULL,"Valencia","+34 963984108",NULL,NULL,NULL,NULL
"10941","First Cargo Transitarios S.A.","Freight Forwarders",NULL,"Avda De La Cañada 56,",NULL,NULL,"28820",NULL,NULL,"Madrid","+34 91 6746510",NULL,NULL,NULL,NULL
"10942","Trans European Transport","Freight Forwarders",NULL,"Gran Vía 53,",NULL,NULL,"48011","Bilbao",NULL,"Vizcaya","+34 94 4418211",NULL,NULL,NULL,NULL
"10943","ABQ, S.A.","Freight Forwarders",NULL,"Calle Raimundo Fernández Villaverde, 45 3º Interior, Centro De Carga Aérea - Aeropuerto De Barajas Oficina 504-A,",NULL,NULL,"28003",NULL,NULL,"Madrid","+34 91 748 08 90",NULL,NULL,NULL,NULL
"10944","Euroconsulting T2t S.L. Asesoria De Transporte & Logistica","Freight Forwarders",NULL,"Apto 155,",NULL,NULL,"29730","Rincon de la Victoria",NULL,"Malaga","+34 952972342",NULL,NULL,NULL,NULL
"10945","United Cargo Solutions","Freight Forwarders",NULL,"3, Staroslobodskaya Str, Office 4",NULL,NULL,NULL,NULL,NULL,"Moscow City","+7-095-1053255",NULL,NULL,NULL,NULL
"10946","Corvette(Chartering,Forwarding)","Freight Forwarders",NULL,"Mezhevot Kanal, 5,",NULL,NULL,NULL,NULL,NULL,"St. Petersburg","+7(812)1149733",NULL,NULL,NULL,NULL
"10947","Cargo Express Ltd.","Freight Forwarders",NULL,"Ugreshskaya Str. 14,",NULL,NULL,"109088",NULL,NULL,"Moscow City","+7 095 785-5135",NULL,NULL,NULL,NULL
"10948","Dialog Freight International","Freight Forwarders",NULL,"4 Floor, 1a, Golovinskoe Shosse",NULL,NULL,"125212",NULL,NULL,"Moscow City","+ 095 785 33 47",NULL,NULL,NULL,NULL
"10949","EURONAUTIC™","Freight Forwarders",NULL,"29 A, Marshala Govorova street, office 347,",NULL,NULL,"198097",NULL,NULL,"St. Petersburg","+ 7 (812) 600-80-90",NULL,NULL,NULL,NULL
"10950","Star Marine","Freight Forwarders",NULL,"Office 310, 23, Zastavskaya Str. ,",NULL,NULL,"196084",NULL,NULL,"St. Petersburg","+7(812) 3342952",NULL,NULL,NULL,NULL
"10951","Novotrust logistics","Freight Forwarders",NULL,"50 Engelsa street,",NULL,NULL,"353915","Novorossiysk",NULL,"Russia","+78617303404",NULL,NULL,NULL,NULL
"10952","Wings international logistics","Freight Forwarders",NULL,"M.Balkanskaya 59,",NULL,NULL,"198215","Sankt-Peterburg",NULL,"Russia","+79219419788",NULL,NULL,NULL,NULL
"10953","Azoga Logistics","Freight Forwarders",NULL,"Fizkulturnaya 17, off.227,",NULL,NULL,"188800","Vyborg",NULL,"Russia","+79312291227",NULL,NULL,NULL,NULL
"10954","Martrans LTD","Freight Forwarders",NULL,"Popova Str 37,",NULL,NULL,"197022","Saint Petersburg",NULL,"Russia","+7 8124297165",NULL,NULL,NULL,NULL
"10955","Yeni Antalya Ulus. Nak. ve Tic. A.S.","Freight Forwarders",NULL,"Tunali Hilmi Cd. No.50/15, Kavaklidere",NULL,NULL,NULL,"Ankara",NULL,NULL,"+90 312 418 66 53",NULL,NULL,NULL,NULL
"10956","Yeni Antalya Transport ve Ticaret A.S.","Freight Forwarders",NULL,"Kirazli Köyü Mev.Koçman Cd.Ziyal Plaza A-blok K.2 N.38, Günesli",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 657 86 00",NULL,NULL,NULL,NULL
"10957","Yeni Antalya Air Cargo Gümrükleme A.S.","Freight Forwarders",NULL,"Kirazli Mev.Koçman Cd.Ziyal Plaza a-blok K.2 N.38, Günesli",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 657 86 00",NULL,NULL,NULL,NULL
"10958","Yekas Proje Tas. Depo. Turizm San. Tic. A.S.","Freight Forwarders",NULL,"Serbesti Cd. No:58 D:5, Yesilköy",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 574 49 79",NULL,NULL,NULL,NULL
"10959","Viking Kargo Ltd. Sti","Freight Forwarders",NULL,"Mete Cad. No:24/3 Taksim,",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 334 27 70",NULL,NULL,NULL,NULL
"10960","Vegemar Denizcilik ve Tas. Ltd. Sti.","Freight Forwarders",NULL,"Ömeravni Mh. Hacihanim Sk. Derya Apt. No:8/9-A, Gümüssuyu",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90212 249 93 77",NULL,NULL,NULL,NULL
"10961","Ünsped Global Lojistik A.S.","Freight Forwarders",NULL,"Ambarlar Cad. 6/B Blok K:2-3, Zeytinburnu",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 413 35 35",NULL,NULL,NULL,NULL
"10962","Ünimar Ulusl. Nak. ve Dis Tic. Ltd. Sti.","Freight Forwarders",NULL,"Altunizade Mh. Mahir Iz Cd. No:11 B-Blok K:2-3, Üsküdar",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 216 651 93 93",NULL,NULL,NULL,NULL
"10963","UTi Tasimacilik Ltd. Sti","Freight Forwarders",NULL,"Evren Mah. Halkali Cd. No.103 Günesli,",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 515 05 55",NULL,NULL,NULL,NULL
"10964","Tüm Nakliyeciler Grup Ulus. Nak. Turz. ve Dis Tic. Ltd. Sti.","Freight Forwarders",NULL,"Marmara Cd. 2.Erenler Is Merkezi Kat:3 No:24/115, Avcilar",NULL,NULL,NULL,"Istanbul",NULL,NULL,"+90 212 590 40 25",NULL,NULL,NULL,NULL
"10965","GLOBAL LOGISTICS AND TRANSPORTS CO.,LTD","Freight Forwarders",NULL,"03 LE THANH TONG STR, HAIPHONG,",NULL,NULL,"84","HAIPHONG",NULL,"VIETNAM","(84-4) 31 3836599",NULL,NULL,NULL,NULL
"10966","PHOENIX TRADING & LOGISTICS JSC.,","Freight Forwarders",NULL,"CS113 BUILDING - TRUNG KINH STREET - YEN HOA WARD - CAU GIAY DISTRICT,",NULL,NULL,"+84","HA NOI",NULL,"VIET NAM","444500306",NULL,NULL,NULL,NULL
"10967","MELODY LOGISTICS CO.,LTD","Freight Forwarders",NULL,"No.7, Nguyen Huy Tuong Street, Ward 6, Binh Thanh District,,",NULL,NULL,"84","Ho Chi Minh City",NULL,"Viet Nam","+848 3551.1657",NULL,NULL,NULL,NULL
"10968","Melody Logistics Co., Ltd","Freight Forwarders",NULL,"7 Nguyen Huy Tuong Str, Binh Thanh Dist.,",NULL,NULL,"309499306","Ho Chi Minh City",NULL,"Vietnam","+84.8.355.116.57",NULL,NULL,NULL,NULL
"10969","oriental logistic and distribution","Freight Forwarders",NULL,"27 Dinh Bo Linh, Binh Thanh, HCM,,",NULL,NULL,"84","HO Chi Minh",NULL,"Vietnam","84 0937668217",NULL,NULL,NULL,NULL
"10970","TICO LOGISTICS - TICO INTL CORP","Freight Forwarders",NULL,"R.1103, 11/F, CT2A Building, 106 Hoang Quoc Viet Str., Cau Giay Dist., Hanoi, Vietnam, R.4, 7/F, Thanh Dat Building, No.3 Le Thanh Tong Str., Ngo Quyen Dist., Haiphong City",NULL,NULL,"10000","Hanoi",NULL,"Vietnam","84.4.2217 9266",NULL,NULL,NULL,NULL
"10971","OEC Group","Freight Forwarders",NULL,"60 Nguyen Dinh Chieu,",NULL,NULL,"11","Ho Chi Minh City",NULL,"Vietnam","+84 8 39115700",NULL,NULL,NULL,NULL
"10972","VIEN DUONG INTERNATIONAL","Freight Forwarders",NULL,"109 Tran Hung Dao Str, Hoan Kiem Dist,",NULL,NULL,"10000","Ha Noi",NULL,"Vietnam","84431281639",NULL,NULL,NULL,NULL
"10973","Hai Minh Logistics Co., Ltd","Freight Forwarders",NULL,"299F17 Nguyen Thi Dinh St., An Phu Ward, Dist.2,",NULL,NULL,"70000","Ho Chi Minh City",NULL,"Viet Nam","+848 54028141",NULL,NULL,NULL,NULL
"10974","Oriental Logistics and Distribuitions Co.Ltd","Freight Forwarders",NULL,"8th Flr, 27 Dinh Bo Linh Str., Ward 24, Binh Thanh Dist., Ho Chi Minh City, Vietnam,",NULL,NULL,"7999","Ho Chi Minh City",NULL,"Vie tNam","+841214522909",NULL,NULL,NULL,NULL
"10975","Air Sea Express","Freight Forwarders",NULL,"163/C, Bscic, I/A, Tongi,",NULL,NULL,"1700","Gazipur",NULL,"Dhaka","880-2-980-3967",NULL,NULL,NULL,NULL
"10976","Oceanic Shipping & Trading Agency Ltd.","Freight Forwarders",NULL,"F.M.S.W. Estate Building, Cpez Approach, South Halishahar",NULL,NULL,"4223",NULL,NULL,"Chittagong","+880-31-741414",NULL,NULL,NULL,NULL
"10977","Mh-Global Logistics","Freight Forwarders",NULL,"House # 121, Road # 1, Block # F,",NULL,NULL,"1213",NULL,NULL,"Dhaka","880-2-9889033/8812363/8813827",NULL,NULL,NULL,NULL
"10978","New Funnel Traders","Freight Forwarders",NULL,"House#306/B, Road#02, C.D.A. R/A, Agrabad,",NULL,NULL,"4100",NULL,NULL,"Chittagong","880-31-715225 / 505248",NULL,NULL,NULL,NULL
"10979","Megadam International Logistics Ltd","Freight Forwarders",NULL,"FLAT # F-7, Tower:2, Equity Village, 7 Shulakbahar, Mirjarpool, Panchlaish, Muradpur",NULL,NULL,"4300",NULL,NULL,"Chittagong","+880 31 65 3442",NULL,NULL,NULL,NULL
"10980","Salwa Corporation","Freight Forwarders",NULL,"188/1, Motijheel Circular Rd,",NULL,NULL,"1000",NULL,NULL,"Dhaka","+88-02-7102520",NULL,NULL,NULL,NULL
"10981","Allegro Logistics Limited","Freight Forwarders",NULL,"107 Kakrail (2nd Floor), Ramna",NULL,NULL,"1000",NULL,NULL,"Dhaka","880 2 9350777",NULL,NULL,NULL,NULL
"10982","Trans Freight Lines","Freight Forwarders",NULL,"107, Kakrail (2nd Floor), Ramna, Dhaka - 1000,",NULL,NULL,"1000",NULL,NULL,"Dhaka","880-2-9350777",NULL,NULL,NULL,NULL
"10983","Wings Air Cargo Ltd.","Freight Forwarders",NULL,"Safura Tower (7th Floor), 20, Kamal Ataturk Avenue, Banani Com. Area,",NULL,NULL,"1213","Banani Model Town",NULL,"Dhaka","880-2-8827610, 8828607",NULL,NULL,NULL,NULL
"10984","Akther-Ul-Alam","Freight Forwarders",NULL,"310 GULBAGH R/A,BAPARI PARA, FIRST FLOOR,",NULL,NULL,"4100CTG",NULL,NULL,"Chittagong","880-31-502273",NULL,NULL,NULL,NULL
"10985","Texture Global Shipping LLC","Freight Forwarders",NULL,"Office 105, Al Zarouni Business Centre",NULL,NULL,"391038","Dubai",NULL,"U.A.E","00971-4-3999850",NULL,NULL,NULL,NULL
"10986","MAQ SHIPPING LINE LLC","Freight Forwarders",NULL,"Greece K - 15 Dubai international city uae,",NULL,NULL,"86873","Dubai",NULL,"UAE","97142778177",NULL,NULL,NULL,NULL
"10987","AL ZAFER CARGO SERVICES LLC","Freight Forwarders",NULL,"SUITE # 201, AL HABBAI BULIDING, OPP. FLORA PARK HOTEL, PORT SAEED, DEIRA",NULL,NULL,"P.O. BOX 20304","DUBAI",NULL,"N/A","97142944410",NULL,NULL,NULL,NULL
"10988","Prime Shipping Agency","Freight Forwarders",NULL,"AL Durrah Building, 2nd Floor",NULL,NULL,"124754","Dubai",NULL,"United Arab Emirates","00971 4 2824224",NULL,NULL,NULL,NULL
"10989","Direct Plus Freight LLC","Freight Forwarders",NULL,"Abraj Street , Business bay ,Clover bay tower,",NULL,NULL,"115459","Dubai",NULL,"UAE","+97142778066",NULL,NULL,NULL,NULL
"10990","Cargo Xpertz LLC","Freight Forwarders",NULL,"Office # 2048, Old Agents Building, Dubai Cargo Village",NULL,NULL,"dubai","Dubai",NULL,"United Arab Emirates","+9714-2833323",NULL,NULL,NULL,NULL
"10991","AL ZAFER CARGO SERVICES LLC","Freight Forwarders",NULL,"SUITE # 201,, AL HABBAI BLDG.,",NULL,NULL,"P.O. BOX : 20304","DUBAI",NULL,"UNITED ARAB EMIRATES","+971 4 294 4410",NULL,NULL,NULL,NULL
"10992","Direct Plus Freight LLC","Freight Forwarders",NULL,"Clover Bay Tower , Abraj Street, Burj Khalifa Boulevard , Business Bay",NULL,NULL,"115459","Dubai",NULL,"United Arab Emirates","00 971-4-2778066",NULL,NULL,NULL,NULL
"10993","Accord Worldwide Freight Services LLC","Freight Forwarders",NULL,"Office 1609, Al Musalla Towers, Bur Dubai",NULL,NULL,"112685","Dubai",NULL,"United Arab Emirates","97143964131",NULL,NULL,NULL,NULL
"10994","Codognotto Middle East FZE","Freight Forwarders",NULL,"Dubai Airport Free Zone, PO Box 372030",NULL,NULL,"372030","Dubai",NULL,"United Arab Emirates","+97142314000",NULL,NULL,NULL,NULL
"10995","foshan mingjunda freight forwarding co.,ltd.","Freight Forwarders",NULL,"No.7,1st Floor, Guangdong xiaxi international business district Phase 2, nanping west road,guicheng,nanhai,",NULL,NULL,"528200","foshan",NULL,"China","86-757-81856603",NULL,NULL,NULL,NULL
"10996","ningbo zhehui int'l forwarding co.,ltd","Freight Forwarders",NULL,"room 816,citic ningbo international hotel,no.1 north jiangdong road,","citic ningbo international hotel, no.1 north jiangdong road, ","room 816","315040","ningbo","Zhejiang","China","86-574-87973908",NULL,NULL,NULL,NULL
"10997","Golden Ways International Co.,ltd","Freight Forwarders",NULL,"Operation Center:Room 21A,Block B,Lushan Building,Chunfeng Road,Luohu District,,",NULL,NULL,"518000","Shenzhen",NULL,"Guang Dong","0086-755-22208799",NULL,NULL,NULL,NULL
"10998","ETDETA (CHINA) LIMITED","Freight Forwarders",NULL,"C02, 2nd Flr, International Economic & Plaza, DonFengXi Rd,",NULL,NULL,"510170","Guangzhou",NULL,"China","0086-20-81305620",NULL,NULL,NULL,NULL
"10999","Cargo Best International Forwarding Co.,Ltd","Freight Forwarders",NULL,"No. 68 North Hubin Road, Xiamen,China,",NULL,NULL,"361004","Xiamen",NULL,"Fujian","86-0592-5057762/86-15985869115",NULL,NULL,NULL,NULL
"11000","Mayria Logistics Limited","Freight Forwarders",NULL,"Room 503-505,Yongqi Commercial Building A, , YinTian Industrial Zone, XiXiang,ShenZhen,China","Yongqi Commercial Building A,  ,  YinTian Industrial Zone,  XiXiang, ShenZhen, China","Room 503-505","518102","Shenzhen",NULL,"China","86-755-83235639",NULL,NULL,NULL,NULL
"11001","Lotsanda Internatioal Co.,Ltd","Freight Forwarders",NULL,"Shenzhen Airport, Yantian,Chiwan,Da chan wan sea port",NULL,NULL,"518053","Nanshan District,Shenzhen city",NULL,"China","+86 (0)755 8656 1369",NULL,NULL,NULL,NULL
"11002","WORLDTRANS INTERNATIONAL LOGISTICS HOLDINGS LIMITED","Freight Forwarders",NULL,"4th.,fl.,Haiming Bldg.,No.50 Tongyi Road Huli District, Xiamen City China p.c.361012,",NULL,NULL,"361012","xiamen",NULL,"China","86 592 2637220",NULL,NULL,NULL,NULL
"11003","SEAWELL INTERNATIONAL LOGISTICS CO.,LTD","Freight Forwarders",NULL,"ROOM2117, BLOCK 2, NO.63 HAIER ROAD, LAOSHAN DISTRICT, QINGDAO,CHINA,"," BLOCK 2,  NO.63 HAIER ROAD,  LAOSHAN DISTRICT,  QINGDAO, CHINA, ","ROOM2117","1000","QINGDAO",NULL,"China","+86-13969776424",NULL,NULL,NULL,NULL
"11004","Xiamen Transwin International Transportation co.,ltd","Freight Forwarders",NULL,"Room 332-333, 3 Floor,Jinlong Building, No.250, Dongdu Road ,"," 3 Floor, Jinlong Building,  No.250,  Dongdu Road , ","Room 332-333","361000","Huli District","Xiamen, Fujian","China","0086 592 2611161",NULL,NULL,NULL,NULL
"11005","ar cargo services","Freight Forwarders",NULL,"b-18, sadder",NULL,NULL,"74200","sadder",NULL,"sindh","9232742800",NULL,NULL,NULL,NULL
"11006","Hi Tech Shipping (Pvt) Limited","Freight Forwarders",NULL,"Suite No. 05, Ground Floor State Life Building No.07 Near Merewether Tower,",NULL,NULL,"754000","Saddar Town",NULL,"Sindh Pakistan","+92-21-32316261",NULL,NULL,NULL,NULL
"11007","ITL Worldwide","Freight Forwarders",NULL,"Suite # 4, Kashmir Center, G 1, M A",NULL,NULL,"54600","Lahore",NULL,"Punjab","0092 42 35311078",NULL,NULL,NULL,NULL
"11008","My Logistics Network","Freight Forwarders",NULL,"Ugoki Road Shahabpura,",NULL,NULL,"51310","Sialkot",NULL,"Punjab","+92523250061",NULL,NULL,NULL,NULL
"11009","Abdul Aziz Savul & Co.","Freight Forwarders",NULL,"12 Floor, QM House",NULL,NULL,"74000","Karachi",NULL,"Sindh","+922132603601",NULL,NULL,NULL,NULL
"11010","Tracon Services","Freight Forwarders",NULL,"Shadman,",NULL,NULL,"54000","Lahore",NULL,"Pakistan","9.23005E+11",NULL,NULL,NULL,NULL
"11011","Al-Khadija International Shipping (AKI)","Freight Forwarders",NULL,"E-7,SHEET # 26, MODEL COLONY, KARACHI, PAKISTAN,",NULL,NULL,"75100",NULL,NULL,"PAKISTAN","+92-331-3768574",NULL,NULL,NULL,NULL
"11012","SM & Company","Freight Forwarders",NULL,"Suite no; 3, 2nd Floor,, Ghousia Plaza,",NULL,NULL,"54000","Lahore",NULL,"Pakistan","3004396396",NULL,NULL,NULL,NULL
"11013","SILK Trade & Logistics","Freight Forwarders",NULL,"13-B Paradise Plaza, G-10 Markaz",NULL,NULL,"44000","Islamabad",NULL,"Islamabad","3334310267",NULL,NULL,NULL,NULL
"11014","World Logistics","Freight Forwarders",NULL,"Suit No:07, 1st Floor,, Jalal Center, 09-kashmir Block,",NULL,NULL,"54000","Lahore.",NULL,"Pakistan","+92-42-37800294 +92-42-37800179",NULL,NULL,NULL,NULL
"11015","CP World Philippines, Inc","Freight Forwarders",NULL,"Room 1703 Antel Corporate Center, 121 Valero St.,, Salcedo Village",NULL,NULL,"1200","Makati City",NULL,"Philippines","+632 7502667-75",NULL,NULL,NULL,NULL
"11016","WIDELINK PORT SOLUTIONS, INC.","Freight Forwarders",NULL,"3/F Unit B Razon Bldg., 2010 Benitez St.",NULL,NULL,"1004","Metro Manila",NULL,"Philippines","+632 3532846 / +632 4007781",NULL,NULL,NULL,NULL
"11017","Alliance Continental Int","Freight Forwarders",NULL,"Unit 1004 Cityland 10 Tower 1, 156 H.V. Dela Costa St",NULL,NULL,"1229","Makati City",NULL,"makati","+632-8123498",NULL,NULL,NULL,NULL
"11018","CHNGWENGPINGYANG LOGISTIC & INT'L FREIGHT FORWARDER CORP.","Freight Forwarders",NULL,"Room 402-A, 4th Flr, FEMII Annex Bldg., A. Soriano Ave., Intramuros, Manila,",NULL,NULL,"1002","Metro Manila",NULL,"Manila","+632559-9330",NULL,NULL,NULL,NULL
"11019","PTC AGENCY & TRANSPORT, INC.","Freight Forwarders",NULL,"3rd FLR. FIRST MARITIME PLACE, 7458 BAGTICAN ST.",NULL,NULL,"1203","MAKATI CITY",NULL,"PHILIPPINES","+63 2 898 1181",NULL,NULL,NULL,NULL
"11020","RT2 LOGISTICS AND INTERNATIONAL TRADING INC.","Freight Forwarders",NULL,"B9 L2 KAUNLARAN VILLAGE 2 MOLINO 3,",NULL,NULL,"4102","BACOOR",NULL,"CAVITE","(632) 387-45-27",NULL,NULL,NULL,NULL
"11021","ECFS Int'l Forwarding, Inc.","Freight Forwarders",NULL,"RM 401, No. 335, T. Pinpin St.,",NULL,NULL,"1006","Escolta Binondo, Manila",NULL,"Philippines","+6322411072",NULL,NULL,NULL,NULL
"11022","N/A","Freight Forwarders",NULL,"Unit 6-B Tower Condominium, Mines View, Gibraltar Road,",NULL,NULL,"2600","Baguio City",NULL,"Benguet","63744464142",NULL,NULL,NULL,NULL
"11023","EXPERT EXPRESS CARGO MOVERS, INC","Freight Forwarders",NULL,"Mezz 3 YIC Building, 1002 UN Ave. cor. San Marcelino St.",NULL,NULL,"1007","Manila",NULL,"Philippines","(63 2) 5266221",NULL,NULL,NULL,NULL
"11024","GateLink Cargo International (Phils.), Inc.","Freight Forwarders",NULL,"4/F Burke Building, Escolta St. Binondo, Manila, Philippines, n/a",NULL,NULL,"1006","n/a",NULL,"Philippines","(632) 2445575",NULL,NULL,NULL,NULL
"11025","Spedycja Polska Spedcont sp. z o.o.","Freight Forwarders",NULL,"ul. Limanowskiego 121,",NULL,NULL,"91-334","Lódz",NULL,NULL,"48 42653 95 50",NULL,NULL,NULL,NULL
"11026","Spedycja Miedzynarodowa Rentrans sp. z o.o.","Freight Forwarders",NULL,"ul. Polska 6,",NULL,NULL,"81-339","Gdynia",NULL,NULL,"+48 58621 58 80",NULL,NULL,NULL,NULL
"11027","Schenker Sp. z o.o.","Freight Forwarders",NULL,"ul. Hutnicza 4,",NULL,NULL,"81-061","Gdynia",NULL,NULL,"+48 58663 49 15",NULL,NULL,NULL,NULL
"11028","Savino Del Bene Poland Sp. z o.o.","Freight Forwarders",NULL,"ul. Slaska 17,",NULL,NULL,"81-319","Gdynia",NULL,NULL,"+48 58785 04 50",NULL,NULL,NULL,NULL
"11029","ROHLIG (Poland) sp. z o.o.","Freight Forwarders",NULL,"ul. Al. Solidarnosci 1C,",NULL,NULL,"81-336","Gdynia",NULL,NULL,"+48 58621 52 62",NULL,NULL,NULL,NULL
"11030","Przedsiebiorstwo Spedycyjne Trade Trans Sp. z o.o. O/Gdynia","Freight Forwarders",NULL,"ul. Al. Solidarnosci 1C,",NULL,NULL,"81-336","Gdynia",NULL,NULL,"+48 58621 52 46",NULL,NULL,NULL,NULL
